doc_key,question,ground_truth,answer,kw_v3,n_retrieved,retrieval_time,generation_time
doc_A,본 사업의 사업명은 무엇인가?,수협중앙회 수산물 사이버직매장 재구축 ISMP수립 용역,"본 사업의 사업명은 ""수협중앙회 수산물 사이버직매장 재구축 ISMP수립 용역""입니다.",1.0,15,7.565844774246216,8.108646631240845
doc_A,사업기간은 어떻게 되는가?,계약일로부터 4월(120일),"□ 사업기간 : 계약일로부터 4월(120일) * 사업기간은 협의에 의해 조정할 수 있음

(문서 다른 부분에는 ""□ 사업기간 : 계약일로부터 4개월""로도 표기되어 있음)",1.0,15,1.843015193939209,6.0909504890441895
doc_A,사업예산은 얼마인가?,300백만원(V.A.T. 포함),"사업예산은 ""300백만원(V.A.T. 포함)""입니다.",1.0,15,1.8599982261657715,4.358649969100952
doc_A,입찰방식 및 계약방법은 무엇인가?,제한경쟁입찰(협상에 의한 계약),"입찰방식 및 방법은 ""제한경쟁입찰(협상에 의한 계약)""입니다.",1.0,15,1.6924591064453125,5.8640687465667725
doc_A,現 수산물 사이버직매장 시스템의 주요 문제점은 무엇인가?,"시스템 노후화(2015년 구축)로 인한 장애위험 증가 및 유지관리 한계, 보안정책 과다 적용 및 스위치 대역폭 부족, SSF(회계) 및 수협은행 등 내부 시스템 간 미연동에 따른 불필요한 행정업무 과다 발생","현 수산물 사이버직매장 시스템의 주요 문제점은 다음과 같습니다.

- ""現 시스템 노후화(2015년 구축)로 인한 장애위험 증가 및 유지관리 한계""  
  - 구체적으로 ""수산물 사이버직매장 시스템을 구성하는 H/W(Server, Storage, 네트워크 장비 등), SW(OS, DBMS등)의 내용연수 경과 및 EOS(End Of Service) 상태""임.

- ""신용(금융)사업 네트워크 환경을 공유함으로써 발생하는 보안정책 과다 적용 및 스위치 대역폭* 부족 문제""  
  - 참고 문구: ""스위치 대역폭은 1GB이며, 실가능 대역폭은 300MB 수준"".",0.68,15,2.1317849159240723,15.697600603103638
doc_A,기존 수산물 사이버직매장 총 사업비와 추진 단계는 어떻게 되었는가?,"총 사업비 2,996백만원(자담 50%, 국고보조 50%), 1단계('14.6월~'15.5월)와 2단계('15.6월~'15.12월)로 추진","기존 수산물 사이버직매장의 총 사업비는 ""2,996백만원(자담 50%, 국고보조 50%)""이며, 추진 단계는 ""1단계(‘14. 6월 ~ ‘15. 5월), 2단계(‘15. 6월 ~ ‘15. 12월)""입니다.",0.8181818181818182,15,2.016433000564575,8.653591871261597
doc_B,국가교육과정정보센터(NCIC) 시스템 운영 및 개선 사업의 사업기간은?,계약체결일 ~ 2024.11.15.(금),"국가교육과정정보센터(NCIC) 시스템 운영 및 개선 사업의 사업기간은 ""계약체결일~ 2024.11.15.(금)""입니다.",1.0,15,1.5055408477783203,5.8061957359313965
doc_B,NCIC 사업의 사업금액은 얼마인가?,"50,000,000원 (VAT 포함)","사업금액 : 50,000,000원 (VAT포함)",1.0,15,2.115644693374634,3.312664031982422
doc_B,NCIC 사업에서 고도화 내용으로 요구하는 항목들은 무엇인가?,"국가교육과정 관련 정보의 표준화 및 체계화, 사용자 편의성(UI/UX)를 고려한 웹사이트 전면 개편, 설문조사 시스템의 장기적 활용을 위한 데이터 누적관리 체계 구축, 사용자 로그인 및 관리 기능 신규 개발, 접속자 통계 기록 및 데이터 추출 기능 신규 개발","고도화 내용으로 요구하는 항목들은 다음과 같습니다:

1 현재 탑재되어 있는 국가교육과정 관련 정보의 표준화 및 체계화
2 사용자 편의성(UI/UX)을 고려한 웹사이트 전면 개편
3 현행 설문조사 시스템의 장기적 활용을 위한 데이터 누적관리 체계 구축
4 사용자 로그인 및 관리 기능 신규 개발
5 국가교육과정정보센터 접속자 통계 기록 및 데이터 추출 기능 신규 개발",1.0,15,1.75834059715271,6.177119731903076
doc_B,NCIC 사업의 유지보수 내용은 무엇인가?,"웹사이트 운영 상 장애가 발생하지 않도록 점검 및 유지보수(WEB, WAS, DB 등), 사용자 요청에 따라 웹페이지 수정(게시판 추가, 배너 수정 등)","사업명: ""국가교육과정정보센터(NCIC)시스템 운영 및 개선""

유지보수 내용(원문 그대로):
1. ""웹사이트 운영 상 장애가 발생하지 않도록 점검 및 유지보수(WEB, WAS, DB 등)""
2. ""사용자 요청에 따라 웹페이지 수정(게시판 추가, 배너 수정 등)""

추가(요구사항 PSR-001 관련 원문 사항):
- ""보수 및 하자보수 기간은최종 검수완료 후 1년으로 함""
- ""하자담보책임기간은 사업을 종료한 날부터 1년 이내의 범위에서 발생한 하자에 대하여 담보책임이 있다.""",1.0,15,1.841968059539795,17.444517374038696
doc_B,NCIC 사업의 추진 목표는 무엇인가?,국가교육과정 환경에 적합한 최신 기술을 도입하여 데이터를 체계적으로 관리하고 시스템의 안정적 확산을 위한 기반 마련,추진 목표: 국가교육과정 환경에 적합한 최신 기술을 도입하여 데이터를 체계적으로 관리하고 시스템의 안정적 확산을 위한 기반 마련,1.0,15,1.9904003143310547,5.340376377105713
doc_B,NCIC 사업의 관련 법규는 무엇인가?,국가를 당사자로 하는 계약에 관한 법률 시행령 제43조 및 제43조의 2,"사업명: 국가교육과정정보센터(NCIC)시스템 운영 및 개선

관련법규: 국가를 당사자로 하는 계약에 관한 법률 시행령 제43조 및 제43조의 2",1.0,15,1.7945048809051514,9.62145709991455
doc_C,차세대 응급의료 상황관리시스템 구축 사업의 사업예산은 얼마인가?,"금일십사억원정(￦1,400,000,000원, VAT 포함)","사업명: 2024년도 차세대 응급의료 상황관리시스템 구축 (주관기관: 국립중앙의료원)
사업예산: 금일십사억원정 (₩1,400,000,000원, VAT포함)",1.0,15,1.7891044616699219,9.376430988311768
doc_C,차세대 응급의료 상황관리시스템의 사업기간은?,계약일로부터 2024년 12월 31일까지,나. 사업기간 : 계약일로부터 2024년 12월 31일까지,1.0,15,2.003793954849243,4.300663948059082
doc_C,응급의료 상황관리시스템 구축의 추진배경에서 전원(병원간 이송) 관련 문제점은?,"중증응급환자의 전원 수용병원 결정을 위해 수차례의 수용 요청이 필요하며 평균 9.3개의 의료기관에 전원의뢰, 지역응급의료기관 등 당직의사 1명인 곳에서는 전원 섭외 중 환자 진료가 불가능하고 섭외 시간만큼 환자 치료가 지연","응급의료 상황관리시스템 구축의 추진배경에서 전원(병원간 이송) 관련 문제점은 다음과 같습니다.

- 문맥의 요약문: ""병원간 이송(이하 “전원”)이 현 응급의료에서 가장 취약한 영역""  
- 응급실 섭외 지연으로 인한 문제: ""응급실 뺑뺑이 사건 등 병원 전 단계에서 치료 가능한 응급실 섭외 지연 문제 발생""  
- 전원 비중 및 다수 기관에 대한 반복 요청: ""응급실로 내원 중증환자(KTAS 1,2)의 13.5%(‘22년 기준)가 전원을 하고 있는 실정"" 및 ""중증응급환자의 전원 수용병원 결정을 위해 수차례의 수용 요청이 필요(‘22년 중앙응급의료상황실 자료에 따르면 평균 9.3개의 의료기관에 전원의뢰)""  
- 현장 인력·진료 지연 문제: ""지역응급의료기관 등 당직의사가 1명에 불과한 곳에서는 전원 섭외 중 환자 진료가 불가능하고 섭외 시간만큼 환자 치료가 지연""  
- 전원 조정 주체의 한계: ""‘12년 응급상담의 119 이전 이후, 소방 구급상황관리센터에서 전원 업무 수행중이나, 일선에서는 비 작동"" 및 ""비 의료조직인 소방에 의한 전원 조정에 대한 응급의료기관의 정서적 거부감"", ""잦은 인사이동으로 인한 소방의 전문성 결여""

요약하면, 전원은 체계·인력·절차상의 문제로 전원 대상 병원 선정과 섭외가 지연되고(평균 9.3개 기관에 전원의뢰, 전원 대상 비율 13.5% 등), 이로 인해 환자 진료가 지연되며(당직의사 1명인 경우 등), 전원 조정을 담당하는 소방 주체의 전문성·수용성 문제도 존재합니다.",0.9629629629629629,15,2.1426539421081543,17.839391231536865
doc_C,응급의료 상황관리시스템의 예산코드는 무엇인가?,29. 중앙응급의료센터 운영지원-관리운영비-외주용역비-광역상황실,"사업명: 2024년도 차세대 응급의료 상황관리시스템 구축
주관기관: 국립중앙의료원
작성일: 2024.03.20.
사업예산: 금일십사억원정 (₩1,400,000,000원, VAT포함)

예산코드: 29. 중앙응급의료센터 운영지원-관리운영비-외주용역비-광역상황실",1.0,15,1.6477770805358887,9.595308065414429
doc_C,기존 응급의료 상황관리시스템은 언제 최초 구축되었는가?,'18년에 재난응급의료상황 접수시스템으로 최초 구축,기존 응급의료 상황관리시스템은 ‘18년에 최초 구축되었습니다. (원문: ※ ‘18년 재난응급의료상황 접수시스템 최초 구축),0.8,15,2.2240209579467773,6.84996771812439
doc_C,응급의료 시스템 구축에서 광역상황실 설치 결정의 근거는?,제4차 응급의료기본계획('23.3)과 응급의료긴급대책 당정협의('23.5),"광역상황실 설치 결정의 근거는 다음과 같습니다.

- 정책적 근거: ""제4차 응급의료기본계획(‘23.3)과 응급의료긴급대책 당정협의(‘23.5)에 따라 광역응급의료상황실 설치 결정""
- 문제 인식(설치 필요성): ""수차례의 수용 요청이 필요(‘22년 중앙응급의료상황실 자료에 따르면 평균 9.3개의 의료기관에 전원의뢰)"", ""지역응급의료기관 등 당직의사가 1명에 불과한 곳에서는 전원 섭외 중 환자 진료가 불가능하고 섭외 시간만큼 환자 치료가 지연"", ""비 의료조직인 소방에 의한 전원 조정에 대한 응급의료기관의 정서적 거부감"", ""잦은 인사이동으로 인한 소방의 전문성 결여""
- 시스템적 필요성: ""중앙응급의료상황실(이하 ‘중앙상황실’)의 업무 변경 및 광역응급의료상황실(이하 ‘광역상황실’)이 신규 구축됨에 따라 신규 기능의 추가 및 기존 노후 시스템의 고도화 및 재구축이 필요""

(참고: 사업 관련 표기는 ""사 업 명 : 2024년도 차세대 응급의료 상황관리시스템 구축"", ""주관기관 : 국립중앙의료원"".)",0.6666666666666666,15,1.8869707584381104,21.00640320777893
doc_D,예약발매시스템 개량 ISMP 용역의 사업비는 얼마인가?,470백만원 (VAT 포함),"예약발매시스템 개량 ISMP 용역(한국철도공사)의 사업비는 ""사 업 비 : 470백만원 (VAT포함)""입니다.",1.0,15,2.143075466156006,9.604135036468506
doc_D,예약발매시스템 ISMP 사업기간은?,체결일로부터 5개월 이내,"한국철도공사 '예약발매시스템 개량 ISMP 용역' 사업기간은 ""체결일로부터 5개월 이내""입니다.",1.0,15,2.075666666030884,7.942699670791626
doc_D,예약발매시스템 개량의 추진배경은?,"'15년 시스템 개선 후 '17년과 '20년에 하드웨어만 개량하여 노후화와 운용 효율 저하, IT운영센터 신축 및 SR 시스템 분리, MaaS·AI·빅데이터 등 산업 동향 대응 예약발매 플랫폼 전략 부재","문서의 ""나. 추진배경 및 필요성""에 따르면 추진배경은 다음과 같습니다.

1. (배경) 1 ’15년 시스템 개선 후 ’17년, ’20년에 하드웨어만 개량하여 노후화와 운용 효율 저하 2 IT운영센터 신축, SR 시스템 분리 3 MaaS·AI·빅데이터 등 산업 동향 대응 예약발매 플랫폼 전략 부재 4 「제4차 철도산업발전 기본계획」 고시(디지털 플랫폼 강화)",0.8846153846153846,15,1.7898762226104736,11.21631121635437
doc_D,예약발매시스템 ISMP의 제안서 평가방법은 어떤 장에서 다루고 있는가?,7장 제안안내사항의 나. 제안서 평가 방법(48페이지)과 다. 제안서 평가 기준(50페이지),"제안안내사항(7장) 중 ""나. 제안서 평가 방법""에서 다루고 있습니다. (제시: 제안안내사항46나. 제안서 평가 방법48)",0.625,15,1.9664239883422852,13.716744422912598
doc_D,예약발매시스템 ISMP에서 하자담보 책임기간은 어디에 규정되어 있는가?,9장 기타 사항의 가. 하자담보 책임기간(72페이지),"예약발매시스템 개량 ISMP 용역 제안요청서의 ""9. 기타 사항"" 중 ""가. 하자담보 책임기간""에 규정되어 있습니다. 문서의 규정은 다음과 같습니다.

""하자담보 책임기간은 계약사업자는 본 사업이 종료한 날(사업에 대한 시험 및 검사를 수행하여 최종산출물을 인도한 날을 말함)로부터 1년으로 한다.""",0.6666666666666666,15,2.164440631866455,10.009695053100586
doc_D,예약발매시스템의 보안 준수사항에서 다루는 세부 항목은?,"공통사항, 용역사업 참여인원에 대한 보안관리, 자료에 대한 보안관리, 용역수행 관련 장비에 대한 보안관리, 내·외부망 접근에 대한 보안관리, 보안특약 조항","항목별 세부 대상정보(원문 그대로):

1 | 기관 소유 정보시스템의 내.외부IP주소 현황 |  
2 | 세부 정보시스템 구성현황 및 정보통신망 구성도 |  
3 | 사용자계정ᆞ비밀번호 등 정보시스템 접근권한 정보 |  
4 | 정보통신망 취약점 분석·평가 결과물 |  
5 | 용역사업 결과물 및 프로그램 소스코드 |  
6 | 국가용 보안시스템 및 정보보호시스템 도입 현황 |  
7 | 침입차단시스템ᆞ방지시스템(IPS)등 정보보호제품 및 라우터ᆞ스위치등 네트워크 장비 설정 정보 |  
8 | 「공공기관의 정보공개에 관한 법률」제9조제1항에 따라 비공개 대상 정보로 분류된 기관의 내부문서 |  
9 | 「개인정보보호법」제2조제1호의 개인정보 |  
10 | 「보안업무규정」제4조의 비밀 및 동 시행규칙 제7조제3항의 대외비 |  
11 | 그 밖에 각급기관의 장이 공개가 불가하다고 판단한 자료",0.21052631578947367,15,1.963226318359375,13.16918659210205
doc_E,스포츠윤리센터 LMS 기능개선 사업의 소요예산은?,"금 46,445,000원(부가가치세 포함)","□ 소요예산 : 금 46,445,000원(부가가치세 포함)",1.0,15,2.70601224899292,4.984853267669678
doc_E,스포츠윤리센터 LMS 사업기간은?,계약 후 150일,□ 사업기간 : 계약 후 150일,1.0,15,2.8856475353240967,8.046279668807983
doc_E,스포츠윤리센터 LMS 기능개선의 추진배경 및 필요성은?,"학습자의 흥미도를 고려한 상호작용 형태의 교육콘텐츠 구현 필요, 현장교육 확대에 따라 자동화 강사파견 시스템 개발, 교육등록 체계·통계 등 현행 기능의 고도화 필요, 학습자 편의성·접근성 향상을 위한 LMS 기능개선","스포츠윤리센터 LMS(학습지원시스템) 기능개선의 추진배경 및 필요성은 다음과 같습니다.

□ 학습자의 흥미도를 고려한 상호작용 형태의 교육콘텐츠 구현 필요
□ 현장교육 확대에 따라 자동화 강사파견 시스템 개발
□ 교육등록 체계·통계 등 현행 기능의 고도화 필요
□ 학습자 편의성·접근성 향상을 위한 LMS(학습지원시스템) 기능개선",1.0,15,2.0552327632904053,10.102305889129639
doc_E,스포츠윤리센터 LMS 사업의 수요기관과 담당부서는?,수요기관은 스포츠윤리센터이며 담당부서는 정책실 교육정책팀,"수요기관: 스포츠윤리센터
담당부서: 스포츠윤리센터 교육정책팀",0.8,15,2.677123546600342,4.926495313644409
doc_E,스포츠윤리센터 LMS 사업의 사업추진방식은?,제한경쟁입찰(협상에 의한 계약),"스포츠윤리센터 LMS(학습지원시스템) 기능개선 사업의 사업추진방식은 ""제한경쟁입찰(협상에 의한 계약)""입니다.",1.0,15,2.8086702823638916,7.145979881286621
doc_E,스포츠윤리센터 LMS 제안서 평가방식과 평가기준은 몇 장에서 다루는가?,Ⅶ장 제안서 평가방법에서 다루며 1. 제안서 평가방식(47p)과 2. 제안서 기술 평가 기준(47p)에 상세 기술,"스포츠윤리센터 LMS 제안서 평가방식과 평가기준은 ""VII.제안서 평가방법""에서 다룹니다.",0.46153846153846156,15,2.558516263961792,9.27139949798584
